asv	T.0.Dry.Soil.A	T.0.Dry.Soil.B	T.1.H218O.A	T.1.H218O.B	T.1.H218O.C	T.1.H218O.P.A	T.1.H218O.P.B	T.1.H218O.P.C	T.1.H2O.A	T.1.H2O.B	T.1.H2O.C	T.1.H2O.P.A	T.1.H2O.P.B	T.1.H2O.P.C	T.2.H218O.A	T.2.H218O.B	T.2.H218O.C	T.2.H218O.P.B	T.2.H218O.P.C	T.2.H2O.A	T.2.H2O.B	T.2.H2O.C	T.2.H2O.P.A	T.2.H2O.P.B	T.2.H2O.P.C	T.3.H218O.B	T.3.H218O.C	T.3.H218O.P.A	T.3.H218O.P.B	T.3.H218O.P.C	superkingdom	phylum	class	order	family	genus	species
36dab8d063771db8cedbf681f9a1be33	1039	1111	653	713	588	1228	760	1017	465	697	694	362	289	745	737	787	556	671	704	257	255	731	691	825	1005	359	721	727	668	649	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora nisikadoi
f4ccf710f62ce3addd56e559649c94a3	316	109	831	127	1010	830	208	353	195	161	519	295	200	486	578	149	190	568	825	104	44	556	201	371	829	1183	360	288	118	378	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Schizotheciaceae	Echria	Echria gigantospora
2f1300346d76d281a1e08849610c6838	807	872	179	151	814	358	103	168	355	832	613	200	330	269	465	653	98	250	143	175	147	1079	326	477	292	96	478	1003	220	293	Eukaryota	Ascomycota	Dothideomycetes	NA	NA	Pseudoarthrographis	Pseudoarthrographis phlogis
567b06449df31427426ae9d81cfa8710	900	416	154	196	294	411	372	185	283	368	381	229	223	325	267	227	149	313	194	129	69	665	442	489	264	121	247	247	211	289	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium canescens
5c70a0264867f234e4d8abe8bb45ed3a	262	98	1852	427	297	2871	314	641	11	93	98	20	31	134	360	57	275	162	137	0	16	126	43	68	64	107	76	200	115	45	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	NA	Antealophiotrema	Antealophiotrema brunneosporum
4f1568a83fb540d70e801cce1b40ca03	890	266	49	149	148	395	115	110	201	122	291	24	91	91	152	118	122	184	163	53	15	174	508	394	165	90	109	144	71	307	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora novozelandica
bfba4ddbeec023210b13efcd26116fb8	403	239	127	124	169	159	176	107	190	400	390	221	123	175	97	120	51	157	91	71	69	362	350	396	148	48	127	118	106	139	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Sorocybe	Sorocybe oblongispora
339de6a21103ac63d47a2ca091175c46	25	41	41	39	47	53	809	162	60	215	58	80	0	64	1302	48	36	757	32	53	34	60	132	209	38	34	0	24	23	198	Eukaryota	Ascomycota	Dothideomycetes	Phaeotrichales	Phaeotrichaceae	Phaeotrichum	Phaeotrichum benjaminii
06b81d337bdcd44323859340fd3f897a	141	144	362	299	258	544	188	246	18	201	37	20	31	171	143	549	87	162	143	26	19	45	96	84	109	67	168	63	87	101	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium crousii
9014d1b7b1e6a32656193c74384ef175	130	134	52	91	140	113	124	107	568	205	266	96	71	154	229	101	28	120	85	270	53	348	152	265	101	35	148	65	73	139	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium foetens
982f9ab5ce2c62b9a7cbf137dd3e21b7	185	48	263	133	10	81	265	40	0	166	155	10	0	127	0	137	186	0	996	0	19	161	13	82	12	61	230	66	30	915	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Astrocystis	Astrocystis tessellati
e6da12b9d06c522b982b89f40aa670a1	586	64	114	68	355	65	41	67	124	21	78	48	50	15	28	364	41	141	31	30	0	170	974	484	39	40	54	6	0	79	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Corynesporascaceae	Corynespora	Corynespora encephalarti
70a8176ec19056bb2b5eae82ea7c2e69	91	290	52	176	48	63	197	0	37	51	160	54	60	377	184	51	219	52	53	0	35	106	192	60	181	77	931	55	117	40	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Schizotheciaceae	Echria	Echria gigantospora
8e2fd31be6c9e5d27055b45e46268a6e	106	106	60	78	99	216	86	51	153	146	136	101	104	139	91	144	229	167	71	63	57	266	191	171	96	61	71	60	64	100	Eukaryota	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Tyrannosorus	Tyrannosorus hystrioides
3ed79ed8bc8409551b2f740fbec30b1c	186	123	44	55	87	170	114	34	134	224	174	140	88	75	85	67	98	112	67	63	46	278	172	164	90	86	78	59	100	117	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	Nullicamyces	Nullicamyces eucalypti
2d5c75ea8afa3cec8aacabb6c1156fd2	129	129	108	93	149	104	98	92	104	219	116	70	61	94	104	136	35	123	110	31	64	164	139	135	112	66	83	74	103	89	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	Neophaeococcomyces	Neophaeococcomyces aloes
c265fc81a9c9ed514d46feb820cf0f36	136	192	66	87	63	118	72	60	94	201	147	60	102	130	49	59	41	65	34	42	48	244	152	180	68	26	101	66	83	69	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Sorocybe	Sorocybe oblongispora
8a17f1e98091ade10f35bcb25973c929	7	0	85	74	82	52	62	74	35	33	58	26	31	1632	16	8	0	20	10	9	11	29	20	45	10	0	13	9	5	0	Eukaryota	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Sarcodon	Sarcodon lidongensis
051725b7ab1330beed3e8a21f6c7ec04	128	106	28	51	62	54	66	41	37	111	53	68	42	82	126	78	33	51	43	49	18	217	141	99	120	55	56	115	44	58	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lindgomycetaceae	Hongkongmyces	Hongkongmyces pedis
7d29232b8e88b5f79933fd2678e311ae	178	121	42	46	50	86	87	44	81	148	105	71	69	82	60	44	22	72	33	18	0	89	116	135	62	24	68	49	42	44	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Sorocybe	Sorocybe oblongispora
8e5bca6c7bb4f3203084da5b55547157	155	82	61	84	72	94	90	54	44	119	64	60	47	87	82	46	18	84	45	21	27	89	91	137	77	38	41	49	72	46	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Neosorocybe	Neosorocybe pini
a6886fa53d4eeabb6992976c6532e525	137	162	85	59	161	144	65	292	0	30	19	0	10	47	90	90	29	67	127	7	5	19	14	31	47	16	37	63	57	115	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium subglaciale
d0dbd79c0c302b97d8bf9d857b837931	273	0	55	0	0	134	53	29	73	278	103	111	0	60	130	80	28	107	44	0	17	0	106	0	0	0	68	73	79	76	Eukaryota	Ascomycota	Lecanoromycetes	Pertusariales	Megasporaceae	Circinaria	Circinaria rostamii
8dc0c8c5bc472822992ed3d6d1486073	248	99	33	33	66	74	51	35	93	174	80	50	52	48	49	29	10	44	30	22	0	109	144	94	58	7	55	26	35	37	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Neosorocybe	Neosorocybe pini
0443c7354925e24d8506457e2a2a4433	0	94	5	23	67	17	6	16	6	0	486	13	2	9	88	8	10	140	0	5	0	28	7	14	507	0	124	81	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena fulgoris
fe97104ddd1d0738fead27257ac9dc6c	83	30	30	57	39	83	62	50	45	55	73	46	37	74	107	76	32	42	36	0	0	234	97	120	24	54	37	36	50	30	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella merdicola
4b950364ad93de829600b91daf2a1734	58	71	53	47	92	94	103	49	23	111	113	53	33	51	30	58	20	68	52	6	12	18	47	68	40	52	57	21	78	78	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Camposporium	Camposporium septatum
c31aadb72148cfa01b6e38714efd18a2	110	118	54	39	33	199	22	187	0	63	24	0	18	68	60	72	106	78	57	0	18	20	0	17	43	0	55	0	47	0	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora recurvata
fd02e16be5ce437a7d3de8b73b3b7cc4	0	0	83	0	49	0	0	756	0	0	0	0	0	239	0	0	0	0	0	9	0	0	42	0	281	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	NA	Antealophiotrema	Antealophiotrema brunneosporum
6d1f04ffa901f9490ad643f8c3db2d07	193	111	22	14	43	33	39	22	72	77	87	38	47	40	27	17	14	25	21	21	7	120	82	83	56	12	14	22	17	33	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Microglossum	Microglossum viride
4e8ee558ceceaac4bdb33241eeb1b722	201	144	59	50	42	149	0	22	0	0	42	68	68	50	49	24	13	33	20	13	0	33	50	47	58	0	56	22	0	22	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
3d84a6dd0c4714b480a3957345e78e53	49	149	82	20	160	185	34	0	23	12	30	0	20	42	13	33	0	63	35	0	0	17	29	45	81	60	33	39	13	44	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora tengchongensis
89e8f43cf7e84ed0ebe0a1e756d8e7ee	105	76	13	0	24	0	0	0	143	95	19	22	66	39	240	32	0	191	51	0	113	5	0	0	0	0	0	17	0	47	Eukaryota	Ascomycota	Sordariomycetes	NA	Atractosporaceae	Atractospora	Atractospora thailandensis
bece9daf73c1b75a34bd6ce4388a59e0	104	74	23	20	30	40	28	0	84	202	71	42	21	28	18	13	8	18	24	10	10	70	55	86	27	9	22	32	30	23	Eukaryota	Ascomycota	Lecanoromycetes	Trapeliales	Trapeliaceae	Xylographa	Xylographa isidiosa
2456517240ab4ec483bf669267301bbe	25	10	18	172	28	19	85	15	13	33	27	16	60	27	15	66	9	31	11	7	6	41	36	22	15	7	290	19	69	21	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia flanaganii
d6922b1a2e0f39c1e7496fbdcbfa6488	91	0	0	50	32	42	0	19	95	76	94	56	30	0	38	0	0	29	33	23	39	109	74	88	39	0	35	27	50	36	Eukaryota	Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	Gonapodyaceae	Gonapodya	Gonapodya prolifera
f465dac13577028595aa6e5bcbe18cc4	59	0	0	0	0	49	48	0	36	60	53	38	45	58	63	51	17	33	0	30	0	88	81	86	55	37	0	48	64	86	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	Neophaeococcomyces	Neophaeococcomyces aloes
0503cddb2b3dbb910d3927bf7092fa01	14	49	114	41	44	89	37	57	47	0	33	0	7	9	171	0	12	189	36	5	0	7	5	92	10	0	32	10	53	0	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neoophiobolus	Neoophiobolus chromolaenae
3ef64ed7f3bbe598eaeff27844f93798	49	44	0	38	34	56	48	27	51	0	68	54	31	46	0	54	0	39	13	0	30	119	107	57	0	18	40	28	0	68	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Dothiora	Dothiora viticola
b4ad28418cc2f01cf26836df6577a175	68	67	41	0	29	19	38	0	74	91	68	23	29	26	51	40	25	21	0	21	0	89	43	48	26	0	26	0	0	27	Eukaryota	Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	Gonapodyaceae	Gonapodya	Gonapodya prolifera
80962570138e0b4c998e92711d070fce	0	0	10	4	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	908	0	0	0	0	0	0	3	0	Eukaryota	Ascomycota	Leotiomycetes	Chaetomellales	Chaetomellaceae	Chaetomella	Chaetomella zambiensis
b22b2529bb02fcbb3215874831c2991a	349	155	0	0	50	46	20	18	27	71	0	37	61	29	0	0	0	19	0	0	0	0	0	37	16	0	0	0	17	0	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
e2401ccbdaaec48877ee34498cd3b3ff	12	97	22	0	131	26	12	0	9	0	13	51	0	5	157	0	0	0	55	0	0	74	117	4	0	6	111	45	0	0	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	Ceramothyrium	Ceramothyrium podocarpi
9042287e6be4dff5dedbe0f80d1d2b85	240	0	0	27	0	41	20	14	0	0	73	0	42	0	25	51	19	21	0	0	0	0	83	112	38	29	30	20	22	23	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia xinjiangensis
1af6e684141e03f632ee2de9919f4527	214	112	17	50	17	97	4	13	12	38	39	25	36	18	17	12	0	15	7	3	4	11	65	60	18	0	7	3	4	9	Eukaryota	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Geoglossum	Geoglossum dunense
761a1a46cdb0710f6af0e55b2e9df0d2	27	12	4	14	22	15	6	6	31	32	20	17	7	6	49	9	0	18	18	41	7	53	25	158	11	10	57	10	0	220	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thelonectria	Thelonectria nodosa
40dd933b8a584ff6430619221e5199a7	37	18	25	23	24	46	30	22	24	45	56	31	21	55	45	0	0	26	26	14	0	75	76	35	0	15	31	25	23	31	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella merdicola
da37cdf7491fb98e58e64a4d3a0ff082	0	31	55	0	18	44	126	16	26	40	96	22	0	22	9	33	32	17	35	0	0	21	42	46	31	39	18	19	17	17	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia tsunedae
835ed446eafada6f3262296c79b6509f	15	29	139	12	12	84	0	0	0	0	5	0	8	94	56	20	10	36	87	0	0	9	10	14	39	6	11	90	21	38	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia liliputiana
46657253bed2aca16cf028aa3dca5dd2	46	39	96	24	37	123	24	96	0	0	0	0	9	14	41	33	11	61	25	0	0	0	0	12	11	16	44	35	23	14	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Constantinomyces	Constantinomyces patonensis
d7470d59b97ed5d825182bf7ce8c58e4	0	135	0	69	80	0	0	0	0	0	0	0	37	0	0	0	0	0	0	31	0	204	0	165	70	39	0	0	0	0	Eukaryota	Ascomycota	Lecanoromycetes	Pertusariales	Megasporaceae	Circinaria	Circinaria rostamii
74ef7b7ee2b52232aee2bc7271857fe0	9	76	19	41	25	150	7	90	6	15	5	0	17	46	32	60	19	6	15	3	8	0	14	11	53	0	43	0	3	35	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophlyctidales	Sonoraphlyctidaceae	Sonoraphlyctis	Sonoraphlyctis ranzonii
87b563aa8435a2da59ea8602023666ca	500	144	3	0	4	6	0	0	9	12	12	32	13	0	0	0	0	10	17	0	0	8	13	12	0	0	0	0	3	3	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula westii
1ff5df7bec9e2a3c9999a4e65f8dcc76	79	43	21	0	100	104	25	0	0	107	58	0	25	0	0	62	0	24	33	0	0	0	44	0	28	0	0	40	0	0	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala bonariae
f6aac75fda41b0d6bd606b8a4084141c	4	0	24	10	0	0	0	6	0	0	2	0	0	8	0	0	0	0	0	0	289	7	21	0	59	0	0	336	5	6	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Melanopsaceae	Melanops	Melanops tulasnei
f2cf13f094904697577eada2f7a95326	42	26	21	18	22	28	38	12	35	64	38	17	0	0	29	25	0	20	17	0	10	85	62	41	19	28	21	17	0	39	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia amoeboidea
46dd05a858134d25066c9e2070b8de6f	0	0	0	78	26	14	26	9	85	31	64	25	35	60	33	0	16	23	12	0	11	28	16	19	38	13	0	23	18	34	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella rishikesha
46cfea8c3be88c212a0ac47bcd15355c	33	85	0	0	67	0	15	26	15	86	8	35	0	29	3	21	0	31	17	0	0	0	0	16	134	0	0	3	38	5	Eukaryota	Ascomycota	Dothideomycetes	Myriangiales	NA	Endosporium	Endosporium populi-tremuloides
c9b2c71d9ae24d516709bdc6dfc4e681	0	0	0	0	0	640	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	12	0	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor hiemalis
1e0f505789d89defc883837db99a42df	92	17	9	0	18	25	28	13	36	71	28	13	18	8	24	0	4	20	20	7	0	23	32	34	16	12	27	17	20	23	Eukaryota	Ascomycota	Dothideomycetes	NA	Gloniaceae	Pseudocenococcum	Pseudocenococcum floridanum
0c116b5de45d39c537eca16de613e672	45	31	0	24	45	0	30	0	0	42	49	23	21	35	30	35	22	35	0	0	0	36	34	52	0	27	22	0	15	0	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumisynnematus
3224cec32409b442dc120da4b9b4dbb9	0	0	0	0	69	0	0	0	0	18	16	83	0	275	36	0	0	0	0	0	0	28	0	0	0	0	88	0	35	0	Eukaryota	Ascomycota	Leotiomycetes	Phacidiales	NA	Collophorina	Collophorina rubra
511be400731973e8428a37c633116926	66	75	15	18	32	20	0	16	16	21	32	19	22	19	8	34	0	30	0	18	0	0	56	48	36	14	10	0	0	16	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Sorocybe	Sorocybe oblongispora
37c0e4b57b03cf74e2d71180e4a01366	0	21	0	0	0	201	0	0	0	0	0	0	0	0	0	153	0	54	0	0	0	0	75	0	0	109	0	0	9	9	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pleospora	Pleospora iqbalii
f41e8ad66aa3b5052f59b7ea26215ba9	116	30	0	0	0	79	15	23	0	48	0	0	21	56	25	0	15	76	0	0	0	0	0	0	15	17	27	50	0	15	Eukaryota	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Zaanenomyces	Zaanenomyces moderatricis-academiae
8167e04b63cc97a7879e7286e470acb1	0	0	0	0	181	206	14	0	0	0	0	0	0	30	0	148	0	0	0	0	0	0	20	0	0	12	16	0	0	0	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Clarireedia	Clarireedia paspali
7b8be15601023572173d7b848cba23a0	73	0	101	76	16	13	33	18	0	60	0	0	0	0	10	9	0	19	0	9	8	46	10	22	43	12	23	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Camporesiomyces	Camporesiomyces vaccinii
9d80b9cab325d490b5b89026a0c6cf03	19	25	0	24	12	0	0	0	42	49	89	15	58	0	23	12	24	0	0	0	15	14	47	31	19	26	18	0	12	0	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Parasola	Parasola ochracea
4ead6db8ebd124fc2be34e6f17a89425	6	29	6	20	25	26	9	0	17	69	30	13	15	36	19	15	0	19	0	13	0	17	29	27	20	7	14	12	8	15	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pseudopyrenochaetaceae	Pseudopyrenochaeta	Pseudopyrenochaeta terrestris
9ef112dbcc144513fa66b4b432f296d4	42	20	0	89	0	118	17	193	0	0	0	0	14	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria wallichii
bc02a3d016bf73267f2a806d4e06601f	63	44	8	8	20	19	12	10	10	37	22	11	17	16	17	8	6	5	0	0	0	0	29	37	17	0	14	14	31	14	Eukaryota	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	Aotearoamyces	Aotearoamyces nothofagi
afa28d9bd800572620d22ff5d720065d	0	0	15	0	0	15	11	0	73	0	0	21	0	0	24	33	0	26	35	13	0	67	49	47	0	0	18	0	15	0	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella rishikesha
6597bea252c0cbf5c09227b3612ee6c1	24	11	0	29	36	0	33	0	9	0	8	0	14	27	21	36	6	0	7	8	9	46	17	48	0	16	5	9	23	14	Eukaryota	Ascomycota	Eurotiomycetes	Sclerococcales	Dactylosporaceae	Sclerococcum	Sclerococcum tardum
063bd49e677b919e694e5f301b819271	10	0	0	0	25	0	0	0	34	45	24	28	16	23	9	0	0	19	0	22	9	6	61	16	22	10	12	19	16	22	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista reunionis
b79ffefe7f0ace9777fd6b414c3eddec	0	123	0	0	0	0	0	0	126	126	0	0	0	29	0	0	0	0	0	19	13	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia xinjiangensis
032c90bf80a2342648dc0fd18e3c432a	33	15	7	12	63	14	32	0	22	23	18	12	7	8	15	0	0	0	5	0	0	69	20	21	0	0	10	0	10	0	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina pseudophaseolina
99eefb327c9087e43dcfa16ce49833ec	39	31	22	20	25	22	25	10	16	16	0	19	9	11	18	18	0	0	0	0	0	0	16	25	15	0	16	12	0	20	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta	Neoascochyta triticicola
3f8d59e989a00898bf599ae02ef8d3e4	65	22	0	0	0	0	0	0	10	22	11	34	8	46	0	63	0	11	0	0	0	0	17	41	20	0	0	13	0	13	Eukaryota	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Zaanenomyces	Zaanenomyces moderatricis-academiae
43ee5387f31d93918f0eaffbc39ac4ef	37	30	11	3	11	16	6	0	12	47	9	23	17	9	0	6	4	9	4	9	4	14	23	46	15	0	15	4	0	10	Eukaryota	Ascomycota	Eurotiomycetes	Coryneliales	Coryneliaceae	Hypsotheca	Hypsotheca eucalyptorum
477374a65bff1db369fd8da70a5080d3	0	0	11	12	0	32	8	0	16	57	0	9	10	17	0	12	6	12	8	0	0	64	10	65	7	6	0	12	0	0	Eukaryota	Ascomycota	Laboulbeniomycetes	Pyxidiophorales	Pyxidiophoraceae	Pleurocatena	Pleurocatena brevior
2c6b5a7da089268824b9b027b805a406	13	0	12	19	10	19	28	0	0	13	15	13	0	0	12	16	0	0	0	7	7	18	21	21	6	0	23	62	28	0	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces amestolkiae
51a9f291bb0ee1cdb3f967a6de657611	0	0	0	46	0	0	19	39	0	0	0	0	0	0	242	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercospora	Cercospora coniogrammes
a1ace79ef2170d1bcebb6c5a21ee1a3a	0	0	0	0	0	348	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	Gymnopus junquilleus
130e51fe6f615f428508454f24c1247c	39	0	0	0	123	0	2	0	0	56	10	0	0	23	15	0	0	0	3	3	0	21	0	6	28	12	0	0	0	0	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Retiarius	Retiarius revayae
613c001c3d8f3fbfff0500b4bd8b97a5	0	0	87	0	13	0	26	11	80	0	0	0	0	0	0	0	33	0	0	11	0	0	20	0	34	0	26	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Parasola	Parasola megasperma
81501c7904e75380d4bd4a9642ac0b73	66	58	0	0	0	0	13	18	26	0	0	23	18	15	10	0	0	11	0	0	0	24	14	21	0	0	12	0	0	0	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Humicolopsis	Humicolopsis cephalosporioides
0322bc79ce739ea357dcf5501da6caf7	0	0	0	35	26	86	0	24	16	0	0	0	0	0	0	0	0	0	25	0	0	57	0	0	0	0	0	0	0	56	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium subrubescens
0b0b5aa4b13cc3bcc39d8a88bc2bb883	18	0	0	0	0	0	38	0	0	0	0	0	17	0	22	26	0	37	0	0	0	0	0	42	0	0	50	26	47	0	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium subrubescens
981e221c30bb707d543d02d0b78b5c4f	18	6	0	0	0	6	117	0	56	0	7	7	0	6	0	0	0	0	2	4	0	53	13	11	11	0	0	0	5	0	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Bulleribasidium	Bulleribasidium variabile
d4944330e6d7b6d8ccd3f4bb2018293f	44	27	14	0	15	0	21	0	0	0	17	20	0	25	0	0	7	19	11	0	0	0	18	17	25	0	14	0	0	18	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Neosorocybe	Neosorocybe pini
44e004dd766c738fd6ffe92a841bd7c5	101	29	11	3	9	19	22	4	11	0	0	15	10	9	0	0	0	0	0	0	0	0	13	9	7	18	0	0	2	16	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma dunensis
b4b4070b182da3221eec676cd12cbb6f	0	0	20	15	0	30	37	29	0	7	24	13	5	0	8	0	9	4	25	0	11	0	69	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Rachicladosporium	Rachicladosporium eucalypti
78ff7f736bc68102f007ea17d052978b	0	14	3	0	0	0	17	0	0	207	0	0	0	0	6	0	0	0	0	0	0	0	27	17	0	4	0	0	0	8	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus poonsookiae
3fcf1703d66207bbba2ea463dc2977c3	100	45	0	9	10	9	7	0	14	26	17	0	0	10	4	0	0	14	8	0	0	0	0	18	0	5	0	0	0	0	Eukaryota	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Glutinoglossum	Glutinoglossum heptaseptatum
3d17983c414da1b8dd6c5f5218548269	28	10	0	11	14	8	0	12	10	21	15	6	0	16	0	0	15	0	0	0	15	30	18	38	0	0	8	3	5	9	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pseudopyrenochaetaceae	Pseudopyrenochaeta	Pseudopyrenochaeta terrestris
0791afc3a7fea3869015195884bebe3d	56	25	0	7	8	7	0	7	0	8	28	21	0	0	27	0	4	10	0	0	0	22	0	35	18	0	6	0	0	0	NA	NA	NA	NA	NA	NA	NA
