Contig	T0.R.Dry.soil.A	T0.R.Dry.soil.B	T0.R.Dry.soil.C	T1.R.H218O.A	T1.R.H218O.B	T1.R.H218O.C	T1.R.H218O.P.A	T1.R.H218O.P.B	T1.R.H218O.P.C	T1.R.H2O.A	T1.R.H2O.B	T1.R.H2O.C	T1.R.H2O.P.A	T1.R.H2O.P.B	T1.R.H2O.P.C	T2.R.H218O.A	T2.R.H218O.B	T2.R.H218O.C	T2.R.H218O.P.A	T2.R.H218O.P.B	T2.R.H218O.P.C	T2.R.H2O.A	T2.R.H2O.B	T2.R.H2O.C	T2.R.H2O.P.A	T2.R.H2O.P.B	T2.R.H2O.P.C	T3.R.H218O.A	T3.R.H218O.B	T3.R.H218O.C	T3.R.H218O.P.A	T3.R.H218O.P.B	T3.R.H218O.P.C	T3.R.H2O.A	T3.R.H2O.B	T3.R.H2O.C	T3.R.H2O.P.A	T3.R.H2O.P.B	T3.R.H2O.P.C	Class	Order	host	Phylum
T2-R-H2O-A_NODE_2785_length_1240_cov_1.881950	0	0	0	0	0	0	100.17255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-A_NODE_2891_length_1227_cov_5.229239	0	0	0	0	0	0	0	0	0	263.18295	0	0	0	0	0	0	0	0	0	0	0	818.4077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Alsuviricetes	Martellivirales	NA	Kitrinoviricota
T2-R-H2O-A_NODE_3169_length_1194_cov_4.421193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.22429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	NA	Lenarviricota
T2-R-H2O-A_NODE_3201_length_1190_cov_8.492404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	854.8131	0	0	112.061066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T2-R-H2O-A_NODE_3209_length_1190_cov_2.622878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186.30544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-A_NODE_3230_length_1187_cov_3.345878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648.22363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-A_NODE_3270_length_1183_cov_3.368705	0	0	0	0	71.28593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418.91165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	719.0888	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-A_NODE_3280_length_1182_cov_6.645365	0	0	0	0	0	0	0	0	0	0	0	85.662445	0	0	0	0	0	0	0	473.52408	0	88.26653	120.91811	0	0	0	46.546764	0	0	0	0	0	0	75.233116	0	465.0998	0	131.39252	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T2-R-H2O-A_NODE_3492_length_1160_cov_24.339761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2462.1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T2-R-H2O-A_NODE_3795_length_1136_cov_1.376526	70.490204	0	102.33982	108.297935	0	0	0	0	202.99124	0	0	0	303.12506	0	0	0	0	0	0	0	0	298.4823	0	0	0	0	0	171.92815	0	0	0	0	0	0	0	134.01222	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-A_NODE_4407_length_1090_cov_4.055937	0	0	0	0	0	0	56.978878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-A_NODE_5545_length_1023_cov_2.004202	0	0	0	0	137.39207	0	0	0	56.353386	108.85006	0	98.97655	160.98647	0	0	147.94054	76.56677	0	0	0	0	280.4598	149.02596	56.675323	62.343464	0	0	0	98.87393	57.53541	101.03187	0	20.209057	134.34053	94.41691	66.14007	0	34.280632	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-A_NODE_5639_length_1018_cov_2.694826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.5402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-A_NODE_6206_length_992_cov_7.105320	141.26465	0	0	132.2865	0	202.23082	70.433815	0	0	0	267.926	267.9326	105.64736	196.49171	147.79799	139.85004	214.31862	363.68588	264.6382	0	0	368.1035	115.26226	175.33928	134.42809	0	49.29953	262.51395	216.67294	207.66689	0	0	0	138.53868	389.46973	187.56909	0	111.10598	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-A_NODE_6330_length_987_cov_1.995633	0	0	0	0	284.80667	259.71512	0	41.773796	0	112.820274	70.86401	0	0	114.33465	0	0	0	414.26535	0	0	0	330.32877	0	0	0	0	0	241.85684	128.10034	0	75.62889	0	0	147.43112	0	85.69058	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-A_NODE_7251_length_952_cov_3.236095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630.15076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Tolucaviricetes	Tolivirales	NA	Kitrinoviricota
T2-R-H2O-A_NODE_7520_length_941_cov_9.072414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.56018	0	142.69527	0	0	0	0	401.91287	0	369.6845	0	0	0	0	0	0	0	0	0	0	123.17342	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-A_NODE_8522_length_911_cov_1.958333	0	0	127.615845	0	0	0	0	0	0	0	0	0	49.303207	0	0	0	0	0	150.34856	0	0	0	83.67374	0	0	156.76736	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	NA	Lenarviricota
T2-R-H2O-A_NODE_8660_length_907_cov_4.599282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.54308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T2-R-H2O-A_NODE_8930_length_901_cov_2.116867	0	0	0	0	0	0	0	0	0	135.94781	0	0	0	0	0	0	0	0	0	0	0	231.58943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-A_NODE_9964_length_874_cov_3.043587	0	0	0	168.91502	0	0	0	0	0	0	0	709.58203	0	129.11705	0	0	0	0	0	0	0	343.1942	0	0	0	0	0	446.93448	0	89.792114	0	0	82.79008	0	0	154.83131	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T2-R-H2O-A_NODE_12015_length_832_cov_1.590013	0	0	0	0	67.57312	0	74.64781	0	0	53.535393	0	0	0	0	0	227.37856	0	0	0	0	0	282.14523	0	69.68613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-A_NODE_12701_length_819_cov_3.286096	0	0	0	0	0	0	0	0	0	0	0	61.81502	0	0	0	0	0	0	0	0	0	127.388336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Pisoniviricetes	Picornavirales	NA	Pisuviricota
T2-R-H2O-A_NODE_12988_length_814_cov_4.551817	73.78091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.522964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Kitrinoviricota	Kitrinoviricota	NA	Kitrinoviricota
T2-R-H2O-A_NODE_13063_length_813_cov_3.318059	0	0	0	0	0	0	219.628	0	0	260.236	0	0	0	0	0	0	0	710.0151	112.3145	0	0	384.9854	0	0	0	0	0	0	0	0	0	82.757774	0	0	0	62.418163	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-A_NODE_13134_length_812_cov_3.113360	0	0	0	0	0	0	0	0	0	0	0	0	0	101.07326	0	0	0	0	0	0	0	256.97302	0	0	0	0	0	668.1389	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-A_NODE_13854_length_801_cov_1.295890	0	0	0	102.39405	122.82954	97.39845	0	90.079636	0	55.6073	104.783195	47.40309	102.80222	0	0	78.726166	279.39294	300.27167	0	179.16884	0	325.62747	273.598	156.83003	0	100.291466	106.84643	0	157.8465	85.728485	71.68513	0	38.7151	181.66605	120.58489	84.47102	87.750725	0	0	Leviviricetes	Levivirales	NA	Lenarviricota
T2-R-H2O-A_NODE_14299_length_794_cov_3.894882	0	0	0	0	0	84.2204	78.220375	0	101.64902	0	0	0	0	0	0	63.53618	0	0	0	0	0	98.54947	0	0	0	0	23.097513	0	0	0	43.390266	0	0	0	0	213.0393	0	0	0	Alsuviricetes	Tymovirales	NA	Kitrinoviricota
T2-R-H2O-A_NODE_14518_length_791_cov_2.758333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.92324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-A_NODE_17943_length_747_cov_2.667160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157.12506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-A_NODE_18011_length_746_cov_4.562963	0	0	0	0	0	0	0	0	0	0	0	101.79592	110.38147	0	0	236.68503	0	419.1325	0	48.09458	0	874.08716	0	0	0	0	163.8912	0	0	0	0	72.15236	0	0	0	0	0	0	0	Tolucaviricetes	Tolivirales	Fungi	Kitrinoviricota
T2-R-H2O-A_NODE_18171_length_744_cov_5.873700	0	0	0	0	0	0	0	0	0	0	0	0	0	551.55566	0	0	391.03748	0	1135.2596	723.35803	0	683.6207	819.6427	285.7381	77.92932	0	0	0	0	0	246.96681	651.1168	548.8022	0	0	0	0	296.28262	0	Tolucaviricetes	Tolivirales	Fungi	Kitrinoviricota
T2-R-H2O-A_NODE_18620_length_740_cov_1.911809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.9879	0	0	0	0	0	0	0	0	0	0	69.84414	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-A_NODE_18696_length_739_cov_2.296407	0	0	0	0	266.2692	0	157.5786	0	187.22441	0	227.14844	0	91.167564	0	99.198654	0	0	0	0	0	141.76747	458.83066	141.82925	0	188.2958	314.0385	115.81054	0	0	0	69.92937	0	0	142.21083	0	0	116.24895	189.81914	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-A_NODE_20072_length_725_cov_1.896024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.928665	0	0	63.97729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-A_NODE_22006_length_706_cov_4.738583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.30547	0	0	0	0	34.635365	0	0	0	0	0	0	0	0	47.91876	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-A_NODE_22383_length_703_cov_3.533228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259.71454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T2-R-H2O-A_NODE_23632_length_693_cov_3.384244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263.46222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Duplopiviricetes	Durnavirales	NA	Pisuviricota
T2-R-H2O-A_NODE_35589_length_622_cov_3.393829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566.1049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-A_NODE_36950_length_616_cov_2.722936	0	0	0	0	0	0	0	0	0	216.92264	0	0	0	0	0	0	0	0	0	0	0	359.9082	278.42572	0	0	0	258.02222	0	0	0	0	0	0	0	736.95764	0	557.844	0	0	Duplopiviricetes	Durnavirales	NA	Pisuviricota
T2-R-H2O-B_NODE_16_length_4334_cov_37.399953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1501.583	0	0	0	0	0	0	0	0	0	0	2072.33	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_20_length_4093_cov_6.295624	0	0	0	0	0	0	0	0	0	0	0	0	106.07879	0	165.17491	0	0	0	0	0	0	0	216.50043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_34_length_3759_cov_39.944957	0	0	725.0879	0	0	0	0	1329.9353	407.94815	121.45514	0	0	0	0	368.3701	0	422.7017	0	185.22256	0	0	0	6126.6333	0	205.14134	0	0	2286.155	0	0	0	0	0	451.62793	0	0	0	1327.4354	0	Tolucaviricetes	Tolivirales	NA	Kitrinoviricota
T2-R-H2O-B_NODE_65_length_3333_cov_14.032189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1077.7638	0	76.54049	0	56.857906	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_84_length_3176_cov_8.416747	0	0	0	0	0	0	224.88359	0	0	0	268.6719	0	0	138.89616	0	146.9274	0	0	0	0	0	0	1209.044	0	0	0	0	0	0	0	0	0	0	0	0	79.88975	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_114_length_2964_cov_39.285171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2324.2222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Magsaviricetes	Nodamuvirales	NA	Kitrinoviricota
T2-R-H2O-B_NODE_117_length_2959_cov_6.217452	0	0	0	0	0	0	0	0	0	116.65976	278.9202	299.41327	0	0	0	0	0	0	0	0	0	132.22083	647.2449	111.033066	0	0	0	0	0	0	0	0	0	560.0705	290.51627	97.18163	0	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T2-R-H2O-B_NODE_138_length_2831_cov_8.717391	0	0	0	0	0	114.16807	0	0	0	173.06815	336.00208	295.0679	142.78947	0	0	0	94.86136	0	0	0	0	0	565.44055	177.49327	67.584625	0	0	0	0	0	0	0	0	282.70218	501.53687	0	0	0	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_162_length_2708_cov_24.607509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3835.2651	0	0	0	0	0	0	4669.43	2357.8584	0	80.16085	0	0	0	0	344.10477	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T2-R-H2O-B_NODE_171_length_2682_cov_10.547683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.79186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T2-R-H2O-B_NODE_196_length_2609_cov_14.475571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127.823746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Tolucaviricetes	Tolivirales	NA	Kitrinoviricota
T2-R-H2O-B_NODE_231_length_2524_cov_8.373420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162.67564	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_243_length_2491_cov_3.332231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485.78885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_278_length_2401_cov_15.442489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408.75458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Tolucaviricetes	Tolivirales	Fungi	Kitrinoviricota
T2-R-H2O-B_NODE_282_length_2388_cov_10.223997	0	0	0	0	0	163.35043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.14222	0	383.0491	210.4202	0	0	186.87578	636.131	0	0	0	0	0	297.90802	270.99786	0	212.57874	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T2-R-H2O-B_NODE_283_length_2383_cov_4.918685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715.7256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_294_length_2370_cov_29.181383	0	0	0	0	0	0	517.55817	208.76323	306.4911	0	0	0	0	0	0	0	0	0	0	0	0	0	1322.7114	0	0	0	0	764.57654	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_511_length_2078_cov_13.857499	568.39935	379.23105	522.1728	165.77193	0	0	138.23137	0	0	0	383.70923	0	0	0	0	200.2857	0	0	0	0	0	0	586.9242	0	209.26161	0	0	0	0	0	0	0	64.66801	136.16212	144.09256	484.3415	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T2-R-H2O-B_NODE_512_length_2077_cov_7.404287	0	0	0	0	0	0	104.65788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	724.8333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lenarviricota	Lenarviricota	NA	Lenarviricota
T2-R-H2O-B_NODE_586_length_2009_cov_3.460784	144.48914	0	270.0535	0	0	105.40476	139.11469	0	0	0	0	0	0	0	0	0	0	0	0	0	55.624977	0	279.827	0	0	0	0	378.0689	0	0	0	0	0	0	0	0	0	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T2-R-H2O-B_NODE_635_length_1974_cov_3.291119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212.38464	425.88318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_841_length_1843_cov_9.177201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.38028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_894_length_1809_cov_4.008631	132.79747	0	99.97006	99.745056	0	0	0	0	0	0	0	90.95419	0	102.07895	0	0	0	0	0	0	61.77478	0	547.7877	0	0	0	0	0	0	0	66.65646	0	0	0	202.89458	107.532455	0	0	0	Alsuviricetes	Martellivirales	NA	Kitrinoviricota
T2-R-H2O-B_NODE_930_length_1795_cov_9.157773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276.0301	0	0	0	0	0	0	355.2291	159.94368	0	0	0	0	0	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T2-R-H2O-B_NODE_1016_length_1756_cov_6.755490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255.02977	0	0	0	0	0	0	0	0	0	0	0	0	149.3095	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_1072_length_1734_cov_4.545400	0	0	0	0	0	122.12119	0	196.167	146.28482	0	0	124.08456	0	0	0	327.29922	264.5774	0	230.3856	128.2855	185.28426	248.19237	489.05585	289.7828	0	0	95.18734	0	357.28473	0	122.522026	155.20662	134.12975	65.269875	356.4973	234.1221	0	208.02225	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_1400_length_1627_cov_33.088046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	925.30963	0	0	0	0	0	621.68427	0	0	0	0	0	0	0	0	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T2-R-H2O-B_NODE_1763_length_1531_cov_3.204795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.90693	0	0	0	0	0	0	0	0	0	0	168.9696	0	0	0	0	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_2351_length_1424_cov_1.752402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220.8114	0	0	0	0	0	0	0	0	0	0	0	0	0	126.141685	0	0	Duplopiviricetes	Durnavirales	Fungi	Pisuviricota
T2-R-H2O-B_NODE_2357_length_1423_cov_2.356509	0	0	0	178.67511	0	0	0	0	0	0	117.963936	160.09785	0	223.49052	0	0	0	0	0	0	0	0	261.1423	305.58075	0	0	128.87862	0	0	0	0	0	0	90.896866	217.20532	0	0	45.768307	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_2646_length_1376_cov_4.749425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290.83618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_2689_length_1370_cov_2.819092	0	0	0	0	0	0	0	0	0	113.792015	0	0	49.177246	0	0	0	0	0	0	0	0	0	333.83987	0	0	0	62.470062	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_3598_length_1264_cov_3.799665	0	0	0	0	0	88.17378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512.60095	0	0	0	0	0	0	0	0	0	0	127.913605	0	0	0	0	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_3800_length_1244_cov_2.456095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149.14319	129.15349	181.82175	0	0	0	535.4256	0	0	0	0	0	1173.9834	0	0	Lenarviricota	Lenarviricota	NA	Lenarviricota
T2-R-H2O-B_NODE_4090_length_1219_cov_3.707317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149.77795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_4933_length_1161_cov_3.200000	0	0	0	77.70835	0	0	0	0	99.3101	57.547085	0	109.01486	167.64223	114.871796	70.15772	0	0	372.89548	0	0	0	348.21945	393.9368	191.43176	79.902725	0	57.91952	56.07533	239.58406	0	0	0	0	125.335495	149.74959	0	36.997402	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_5269_length_1140_cov_3.892423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	635.22314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T2-R-H2O-B_NODE_5658_length_1118_cov_3.626552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.226715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.405499	0	Alsuviricetes	Tymovirales	NA	Kitrinoviricota
T2-R-H2O-B_NODE_5732_length_1114_cov_2.604027	0	0	0	0	0	0	0	0	62.100018	0	0	0	0	0	0	0	0	0	0	0	0	117.06805	316.47113	0	0	0	0	0	0	0	0	0	74.23291	72.56858	147.39716	0	0	0	0	Tolucaviricetes	Tolivirales	Fungi	Kitrinoviricota
T2-R-H2O-B_NODE_5937_length_1103_cov_8.840116	0	0	0	0	0	0	0	0	0	0	0	0	40.720963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Alsuviricetes	Martellivirales	NA	Kitrinoviricota
T2-R-H2O-B_NODE_5951_length_1103_cov_1.552326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.77147	0	0	0	0	78.698654	0	0	0	0	42.172432	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_6378_length_1082_cov_1.854599	0	0	0	0	0	0	86.10025	0	0	0	0	0	0	94.81456	0	0	0	0	0	0	0	0	237.76837	0	0	0	0	0	0	0	0	0	0	97.12922	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_6502_length_1077_cov_1.997018	0	0	0	0	0	0	0	0	0	82.71392	0	0	0	0	173.94818	0	0	0	0	0	0	0	115.01254	0	0	0	0	0	46.958233	0	0	0	0	120.09864	107.61949	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_6669_length_1069_cov_2.991984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436.75305	0	0	150.29648	0	0	0	0	0	0	0	241.99483	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_7256_length_1043_cov_4.623457	0	0	260.0851	0	0	0	0	0	0	0	0	0	0	0	0	181.37964	0	461.20346	0	0	0	0	365.42078	287.20752	155.64944	0	0	0	0	0	0	0	0	209.27304	0	437.88467	0	0	0	Tolucaviricetes	Tolivirales	NA	Kitrinoviricota
T2-R-H2O-B_NODE_7469_length_1035_cov_2.951245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272.57486	0	0	0	0	0	0	0	0	0	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T2-R-H2O-B_NODE_7934_length_1017_cov_4.758985	0	0	0	48.387985	138.20265	0	0	0	0	0	0	0	0	0	0	86.807785	0	0	0	0	0	0	421.60828	0	0	0	0	0	0	77.16647	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_8799_length_988_cov_3.485278	0	0	0	0	213.38881	0	94.29197	0	0	180.32974	0	204.9656	0	0	107.175156	0	0	413.84607	115.525925	0	63.62317	0	443.62747	0	117.36723	0	86.62347	0	0	0	0	0	0	0	117.31396	0	0	0	0	Alsuviricetes	Tymovirales	Plants	Kitrinoviricota
